,헤드라인,레이블
1744,삼성 혈압측정 앱 출시… 모바일 헬스케어 시동 건다,-1.0
1745,"삼성, 美 ‘코로나 대응 필수 기업’ 조사서 외국 기업 중 1위",1.0
1746,50대 주부 스타트업 성공기…그 뒤엔 '삼성전자 C랩' 있었다,1.0
1747,1년 만에 10배 성장 스타트업 등장…삼성전자 '동행' 철학 성과,1.0
1748,삼성 멘토에…50대주부 스타트업 날개달았다,1.0
1749,"""틀에 박힌 가전에 마침표""…삼성 김현석의 승부수",-1.0
1750,"""가전을 나답게""… 고객에 다가선 삼성전자",-1.0
1751,‘가전을 나답게’… 삼성전자 ‘소비자 중심’ 슬로건,-1.0
1752,"삼성전자, 가전제품에 통합 슬로건 적용",-1.0
1753,"""유튜브·애플보다 중요해""…삼성, 코로나 시국 필수기업 올라",1.0
1754,"삼성, 코로나 대응에 꼭 필요한 非미국 기업 1위",1.0
1755,삼성전자 '낸드 초격차' TF 구성…추격자 따돌린다,1.0
1756,"LG전자 올레드 TV, 하반기 공세…광저우발 패널 수급 확대",1.0
1757,바이오산업의 도약…삼성전자 같은 글로벌 기업 나온다,1.0
1758,"삼성, 동남아 스마트폰시장서 1위 탈환",1.0
1759,거침없는 개미…삼성전자 무섭게 팔고 조정땐 `줍줍`,-1.0
1760,"삼성·하이닉스 SSD, 게임시장 '로그인'",-1.0
1761,삼성 가전 새 슬로건 ‘이제는 가전을 나답게’,-1.0
1762,`이제는 가전을 나답게` 삼성 가전 통합 슬로건,-1.0
1763,"""이제는 가전을 나답게"" 삼성전자 통합 슬로건 발표",-1.0
1764,삼성전자 새 노트북 ‘갤럭시 북 S’ 새달 3일 출시,-1.0
1765,"삼성, 인텔 코어 탑재한 초경량 갤럭시북S 출시",-1.0
1766,미국 제재 받는 화웨이가 삼성 제치고 스마트폰 1위 등극… 대체 무슨 일이?,0.0
1767,‘40년 삼성맨’ 장원기 결국 中기업 사직,0.0
1768,장원기 전 삼성전자 사장 중국 안 간다,0.0
1769,[김동호의 시시각각] 전 세계가 ‘삼성 노조’ 지켜본다,0.0
1770,"내수 힘받은 중국 업체들, 삼성·LG 제치고 TV시장 1위로",1.0
1771,"삼성전자 '갤럭시 북 S' 출시...""노트북 시장 주도권 되찾는다""",-1.0
1772,태블릿·노트북 장점 쏙쏙…950g의 삼성 '갤럭시북 S',-1.0
1773,"삼성전자, 갤럭시북S 7월3일 출시",-1.0
1774,Supported by 삼성·현대차…中企 공장에 ‘대기업 DNA` 이식,1.0
1775,"영화관 LED 시장 판 커진다.. LG, 삼성 주도 시장에 가세",-1.0
1776,"전세계 가전·스마트폰 시장 회복세… 삼성, 해외 체험관 문연다",-1.0
1777,"[단독] ""후배들 만류에 흔들렸다""…'39년 삼성맨' 중국行 포기",0.0
1778,스마트폰 부활 기대…LG이노텍·삼성전기 '방긋',1.0
1779,코스피는 삼성피?...시총 톱10 중 5곳이 '삼성',-1.0
1780,[기자의눈]외국인이 삼성 경영권을 쥔다면,0.0
1781,[박재민 교수의 펀한 기술경영]<219>레슨 프롬 삼성,-1.0
1782,길 잃은 1500조…강남 아파트·삼성전자로 흐른다,0.0
1783,"장원기 전 삼성 사장, 중국 안 간다…""후배들에게 누 끼칠 수 없어""",0.0
1784,"장원기 前삼성사장, 中반도체사 안간다",0.0
1785,"""처음도 끝도 나는 삼성맨""···장원기 사장, 중국행 접었다",0.0
1786,신형 플스·엑박 소식에…삼성전자 `방긋`,1.0
1787,"삼성 무선청소기 '삼성 제트', 영국 시장서 연이은 호평",1.0
1788,삼성전자 초경량 노트북 '갤럭시 북 S',-1.0
1789,"삼성, 통신 기능 강화 ‘갤럭시 북 S’ 내달 3일 국내 출시",-1.0
1790,"'다이슨 본고장' 영국서도 ""삼성 무선청소기 제트 최고""",1.0
1791,"""지금까지 이런 무선청소기는 없었다""… 삼성전자 `제트` 英시장서 잇단 호평",1.0
1792,삼성 프리미엄 무선청소기 ‘제트’ 英서 호평,1.0
1793,"화웨이 月 스마트폰 판매, 삼성 제쳤다",0.0
1794,"[국제]화웨이, 삼성전자 제치고 4월 스마트폰 판매량 1위",0.0
1795,글로벌 스마트폰 시장 화웨이 4월 깜짝 1위…삼성 `2분기 톱` 지킬까,0.0
1796,"`적격 논란` 양창수, `이재용 사건` 회피…D-10, 檢·삼성 총력전(종합)",0.0
1797,"‘親삼성 논란’ 부담에… 양창수, 이재용 수사심의위서 빠진다",0.0
1798,양창수 위원장 회피의사…검찰vs삼성 26일 수사심의위 사활 건다,0.0
1799,삼성 에어드레서 '버건디' 출시,-1.0
1800,"날개 돋친 삼성 에어드레서, 4色 유혹",-1.0
1801,"버건디로 갈아입은 `에어드레서`… 삼성, 디자인·성능 차별화 초점",-1.0
1802,삼성전자 버건디색 에어드레서 출시…에어·스팀·건조·청정 4단계 혁신…,-1.0
1803,"'사법리스크' 와중에도…이재용, 삼성전자 사장단과 투자전략 논의",0.0
1804,"삼성증권·매경 재테크콘서트 ""하반기 美증시 MAFAA에 주목하라""",-1.0
1805,삼바 지분만 23조…삼성물산의 재발견,1.0
1806,스프레이형 전자파 차단재로 뜨는 엔트리움,-1.0
1807,`삼성전자 VS TSMC`…車파운드리 `5나노` 경쟁 본격 돌입,-1.0
1808,"‘이재용 기소 판단’ 양창수 수사심의위원장, 속속 드러나는 삼성과의 끈끈한...",0.0
1809,"코로나19 충격 받은 스마트폰 저점 통과…""삼성 생산량 회복 중""",0.0
1810,"삼성전자, 버건디 색상 에어드레서 신모델 출시",-1.0
1811,"삼성전자, 반도체공장 매립 폐기물 '완전 제로'…수달도 돌아온 '환경 경영'",1.0
1812,삼성폰 ASP 6년 만에 최고,1.0
1813,삼성 스마트폰 평균 판매가 6년만에 최고치,1.0
1814,"삼성전자 `QLED 8K TV`, 베젤없는 `인피니티 스크린`…압도적인 몰입감",-1.0
1815,"삼성전자 인공지능 세탁·건조기 `그랑데AI`, 1억3천개 패턴 익힌 AI…알아서...",-1.0
1816,"삼성전자 무선청소기 제트, 5중 청정시스템…미세먼지 99.999% 완전 차단",-1.0
1817,"삼성 QLED-LG 올레드TV, 유럽서 나란히 최고 평점",1.0
1818,"삼성전자 갤럭시S20 플러스 BTS 에디션 공개, 내달 9일 출시",-1.0
1819,"[사설] 36년 삼성전자맨 스카우트한 中기업, `기술 초격차` 안심할 때 아니다",0.0
1820,"삼성전자, 파운드리 가속도… 1위 TSMC와 격차 좁혀",1.0
1821,“아이폰 비켜”...갤Z플립 덕 몸값 오른 삼성폰,1.0
1822,삼성폰 1분기 평균 단가 6년 만에 최고치,1.0
1823,"삼성폰 평균가격 6년만에 최고… ""갤S20·플립 등 고가제품 호조""",1.0
1824,"삼성, 하반기 갤시리즈 총출동 … 스마트폰 침체 파고 넘는다",-1.0
1825,'수심위'만 보는 삼성… 기소 권고땐 투자·M&A 등 하반기 '경영 공백' [이달...,0.0
1826,"""삼성바이오로직스·카카오 더 간다…반도체 수요도 증가할 것""",1.0
1827,"양창수, 한달전 이재용 두둔 칼럼…처남은 삼성서울병원장 재직 중",0.0
1828,작년말 시총 회복한 삼성그룹株,1.0
1829,게임시장서 `빛` 보는 삼성 8K TV,-1.0
1830,"삼성전자 ‘무풍에어컨 갤러리`, `4개의 날개`로 쾌속냉방…바람없이 두배 시...",-1.0
1831,"삼성·LG TV 신제품, 유럽서 나란히 '최고' 평가",1.0
1832,"'운명의 30분'… 이재용 기소 여부, 프레젠테이션이 가른다 [이달말 삼성 수사...",0.0
1833,"삼성전자, 코로나 타격 협력사에 2조6000억 지원",1.0
1834,"삼성, 인도서 한달새 신형 스마트폰 4종 출시",-1.0
1835,"""집단지성 힘으로 코로나 극복"" 삼성전자 10만 임직원 모였다",1.0
1836,"삼성전자 임직원 10만여명, 코로나 극복위해 머리 맞대",1.0
1837,삼성전자 반도체 全사업장 ‘폐기물 매립 제로’,1.0
1838,삼성전자 반도체 공장 '폐기물 매립 제로' 인증,1.0
1839,삼성전자 국내외 반도체 전 사업장 ‘폐기물 매립 제로’ 사업장 인정받아,1.0
1840,‘40년 삼성맨’ 영입한 中반도체… 국내 인재 빼가기 논란,0.0
1841,‘40년 삼성맨’ 장원기 中 반도체기업으로… 업계 술렁,0.0
1842,‘36년 삼성맨’ 中기업행,0.0
1843,삼성준법위 신임 위원에 성인희 삼성생명공익재단 대표,-1.0
1844,"삼성 준법감시위 이인용 후임, 성인희 삼성생명재단 대표 선임",-1.0
1845,삼성 준법감시위 이인용 후임에 성인희 삼성생명공익재단 대표,-1.0
1846,[사랑방] 삼성준법감시위원에 성인희 대표 선임,-1.0
1847,시민위원 15명 갑론을박 끝 표결… 일단 삼성쪽 손들어줘,0.0
1848,"“함께 코로나 극복”…삼성, 글로벌 협력사에 2조6000억 지원",1.0
1849,삼성전자 ‘공급망 유지’ 2조6000억 집행,1.0
1850,삼성 파운드리 약진..TSMC와 격차 좁혔다,1.0
1851,삼성 “새 가능성”… 코로나 극복 ‘이재용 역할론’ 기대,1.0
1852,삼성·기아차 코로나 확진자에 ‘빨간불’,0.0
1853,"탁구장發 감염, 삼성전자 이어 직원 6000명 기아차 공장서도 나왔다",0.0
1854,"대법원 ‘삼성, 이재용 경영권 승계 위해 뇌물 공여’ 결론",0.0
1855,[포토] 긴장 감도는 삼성전자 수원사업장,0.0
1856,[사설] 삼성은 여론전 말고 법과 증거로 시민 판단 받아야,0.0
1857,장원기 前삼성전자 사장 중국行…반도체·디스플레이 업계 `술렁`,0.0
1858,40년 삼성맨도 中기업으로···반도체 인력 유출 거세지나,0.0
1859,"삼성전자 작년 매출 85% 해외서… ""코로나, 한국 수출기업에 직격탄""",0.0
1860,[포스트 코로나]삼성·현대차 5대 기업 해외 매출 70% 넘어…코로나19 '적신호...,0.0
1861,"삼성, 현대차 등 대기업, 국회서 여당 만나 '규제완화' 요청",0.0
1862,"""바운스백 넘어 바운스 포워드로""…中企에 삼성·현대차 DNA 접목",-1.0
1863,5년 前 시총 '톱10' 중 삼성전자 등 3곳 빼고 모두 탈락,0.0
1864,삼성 반도체 '폐기물 매립 제로' 국제 인증,1.0
1865,자원순환율 98%..삼성 반도체공장 '폐기물 매립 제로',1.0
1866,[포스트 코로나]美 베스트바이 60% 재오픈...'보복소비' 기대하는 삼성-LG,1.0
1867,"전자랜드, 대구 '파워센터 송현점' 신규 오픈",-1.0
1868,"삼성 준법위, 이인용 후임에 성인희 사장",-1.0
1869,진단키트 불량률 뚝 떨어진 비결뒤엔… ‘삼성전자 한달 과외’,1.0
1870,SKT - 삼성 갤럭시 A 퀀텀 개발에 소·부·장기업 `숨은 노력`,-1.0
1871,삼성준법감시위 이인용 후임에 성인희 사장 선임,-1.0
1872,"삼성준법위, 이인용 후임에 성인희 선임",-1.0
1873,삼성 준법감시위 신임 위원에 성인희 사장,-1.0
1874,"삼성 준법감시위, 이인용 후임 위원에 성인희 사장 선임",-1.0
1875,"삼성 준법감시위, 이인용 사장 후임 내부위원에 성인희 사장 선임",-1.0
1876,"삼성전자, 반도체 全사업장 ‘폐기물 매립 제로’…책임경영 실천",1.0
1877,"반도체 폐기물, 삼성은 98% 재활용…全사업장 '폐기물 매립 제로' 인증",1.0
1878,삼성 반도체 全사업장 '폐기물 매립 제로'…소나무 40만그루 효과,1.0
1879,[현장에서]‘삼성 쪽집게 과외’ 받고 국산 진단키트 수출 날개 단 솔젠트,1.0
1880,"TSMC 3나노공정, 삼성 앞서간다",1.0
1881,삼성 반도체공장 '클린룸 이름값'…폐기물 배출 '완전 제로' 국제 인증,1.0
1882,삼성 `폐기물 매립 제로` 인증… 소나무 40만 그루 효과,1.0
1883,삼성 반도체 전 사업장 ‘폐기물 매립 제로’ 골드 등급 인증,1.0
1884,삼성 반도체 `폐기물 매립 제로` 인정받아,1.0
1885,"삼성전자, 전 반도체 사업장 '폐기물 매립 제로' 공식 인증",1.0
1886,"비행기 뜨니, 소리까지 이륙…삼성 QLED 8K '무빙 사운드'의 힘",-1.0
1887,'1차 관문' 넘은 삼성 승부수…이재용 '불기소 의견' 나올까,0.0
1888,"삼성, 검찰수사심의위 개최 결정에 일단 안도…불기소 가능성 기대",0.0
1889,삼성전자 수원사업장 청소업체 직원 확진… 1200명 재택 근무,0.0
1890,"삼성전자, 글로벌 공급망 인권관리평가서 세계 2위 올라 ‘기염’",1.0
1891,"삼성, 반도체 사업장 ‘폐기물 매립 제로’ 인증",1.0
1892,"삼성, 반도체 폐기물 매립 제로 인증",1.0
1893,"삼성전자, 평택 공장에 18조 투자…반도체 초격차 공세",-1.0
1894,[경제포커스] 이제는 삼성의 본업이 뉴스가 돼야 한다,0.0
1895,"투기자본끼리 손잡으면, 삼성계열사보다 의결권 더 세질수도",0.0
1896,삼성 “외부 검증없는 기소 안돼” 檢 “수사팀이 기소 판단해야”,0.0
1897,혐의 소명 부족 vs 기소 불가피···삼성-檢 제3라운드,0.0
1898,"장원기 전 삼성 사장, 中 반도체 업체 경영진으로 영입…삼성 내외부 '충격'",0.0
1899,중국 반도체 업체로 건너간 ‘40년 삼성맨’,0.0
1900,삼성證 고객 예탁자산 200조원…시중은행 맞먹네,-1.0
1901,"""삼성이 지원하니 다르네""... 솔젠트 진단키트 생산량 70%나 늘었다",1.0
1902,삼성 '노하우' 전수받은 진단키트공장 생산성 73% '껑충',1.0
1903,"[르포] 수작업서 스마트공장 전환… ""삼성 덕에 진단키트 생산 73% 늘었죠""",1.0
1904,"솔젠트, 삼성 스마트공장기술 접목해 '생산성' 73% ↑",1.0
1905,"LG전자, 소리없는 저력…긴 침묵 깨고 '상승랠리'",1.0
1906,삼성의 '기술 레슨'…진단키트 40개國 수출 무산 막았다,1.0
1907,"[단독]""하도급 기술탈취 차단""..삼성, 준법경영 `첫 지침`",-1.0
1908,검찰·삼성 ‘30장의 호소’,0.0
1909,"檢 ""심의위 상관없이 무조건 기소"", 삼성 ""스스로 만든 제도 부정""",0.0
1910,"""삼성사건 기소여부 국민에 의견 물어야""",0.0
1911,이재용 기소 막판 변수 심의위 싸고 검찰-삼성 2차전 돌입,0.0
1912,"삼성 변호인단 ""이재용 부회장 사건, 전문가 검증 받게 해달라""",0.0
1913,인텔·애플에 MS까지 제친 삼성,1.0
1914,"글로벌 공급망 인권관리 2위…삼성전자, 애플·인텔 제쳤다",1.0
1915,"삼성 글로벌 공급망 인권관리, 인텔·애플·MS보다 낫다",1.0
1916,"글로벌 공급망 인권관리 평가…삼성전자, ICT기업서 `넘버2`",1.0
1917,"삼성, 해외협력업체 인권관리평가 '세계 2위'",1.0
1918,삼성증권 개인 예탁자산 200조 돌파,1.0
1919,"삼성證, 업계 최초 WM 예탁자산 200조 돌파",1.0
1920,"삼성證, 리테일예탁자산 200兆… 시중은행과 어깨 견준다",1.0
1921,동학개미 업고···삼성證 자산 200조 돌파,1.0
1922,'머니무브' 돌풍...삼성증권 WM예탁자산 200조 넘었다,1.0
1923,"삼성·LG, 차세대 패널 `올인`",-1.0
1924,"삼성, 승계의혹 수사심의위 신청에 ‘키맨’ 최지성 前부회장 빠진 이유는",0.0
1925,삼성 '경영권 부정 승계' 공방 새 국면… 檢 무리수 비판도,0.0
1926,"삼성, 글로벌 공급망 인권관리… 인텔·애플 등 제치고 세계 2위",1.0
1927,"'더 높은 금리로'...삼성증권, 업계 첫 WM 예탁자산 200조원 돌파",1.0
1928,수사심의위 놓고 검찰-삼성 재격돌 붙나,0.0
1929,삼성 변호인 “檢수사심의위 반드시 열려야”,0.0
1930,"구속 위기 벗어난 李, ‘뉴삼성’ 속도 낸다",1.0
1931,급한 불 껐지만… 삼성 ‘사법 리스크’ 여전,0.0
1932,[단신]삼성 빌트인 식기세척기 구매땐 ‘원스톱 설치 솔루션’ 제공,-1.0
1933,"삼성전자 공급망 인권 관리, 애플·인텔 제치고 글로벌 2위",1.0
1934,"삼성전자, ICT 글로벌 공급망 ‘인권관리’ 2위",1.0
1935,"삼성전자와 소니, 다시 역전될까 두렵다[광화문에서/박형준]",0.0
1936,"한숨 돌린 삼성, 여론 설득 나설듯",0.0
1937,삼성이 원하는 '수사심의위' 일반 시민 15인이 검토한다,0.0
1938,"“최악 사태 넘긴 삼성, 사법리스크는 여전”",0.0
1939,"수사심의위 소집할지 내일 결정, 검찰·삼성 2라운드",0.0
1940,"검찰 ""기소 불가피"" vs. 삼성 ""불기소 권고""… 2라운드 총력전[이재용 수사심...",0.0
1941,삼성 “불구속 상태서 진실 가릴 수 있게 돼 다행”,1.0
1942,[view] 법원 “사실관계 소명됐다” 놓고 검찰·삼성 아전인수 해석,0.0
1943,"""사실관계 소명됐다"" 영장판사 한마디에 삼성·檢 해석 엇갈려",0.0
1944,"[포토] 삼성전자, 빌트인 식기세척기 `원스톱 설치 솔루션`",-1.0
1945,삼성전자 “빌트인 식기세척기 원스톱 설치” [포토뉴스],-1.0
1946,삼성 “최악은 피했지만…” 사법 리스크 부담 여전,0.0
1947,"""사실관계 소명됐다""는 법원…삼성은 ""범죄혐의 인정 안된 것""",0.0
1948,"삼성·LG, 무더위 대비 에어컨 생산라인 풀가동",-1.0
1949,"""글로벌 증시 40% 차지 美시장, 삼성전자 같은 회사 20개 있는셈""",-1.0
1950,"연기금, 삼성전자·카카오 팔고 저평가 대형주 샀다",-1.0
1951,"달러 氣죽으면, 삼성전자 氣산다",1.0
1952,"반도체의 시간이 온다…""삼성전자, 결국 전고점 돌파""",1.0
1953,"""이제 한고비 넘겼을 뿐""…긴장 늦추지 못하는 삼성",0.0
1954,한숨 돌린 이재용 ‘뉴 삼성’ 혁신 고삐…사법 리스크는 부담,0.0
